Itmcd,district,rate
MS1-053,GAMPAHA DISTRICT,909.5
MS1-054,GAMPAHA DISTRICT,211.2
MS1-055,GAMPAHA DISTRICT,30.85
MS1-056,GAMPAHA DISTRICT,405
MS1-057,GAMPAHA DISTRICT,9896.6
MS1-058,GAMPAHA DISTRICT,9602.15
MS1-059,GAMPAHA DISTRICT,779.1
MS1-060,GAMPAHA DISTRICT,25737
MS1-061,GAMPAHA DISTRICT,757.55
MS1-062,GAMPAHA DISTRICT,6983.55
MS1-063,GAMPAHA DISTRICT,8535.55
MS1-064,GAMPAHA DISTRICT,10241.3
MS1-065,GAMPAHA DISTRICT,29499
MS1-066,GAMPAHA DISTRICT,1511.9
MS1-067,GAMPAHA DISTRICT,5035.3
MS1-068,GAMPAHA DISTRICT,6713.75
MS1-069,GAMPAHA DISTRICT,4843.1
MS1-070,GAMPAHA DISTRICT,7187.75
MS1-071,GAMPAHA DISTRICT,8.2
B0-001,JAFFNA DISTRICT,3000
B0-002,JAFFNA DISTRICT,2500
B0-003,JAFFNA DISTRICT,2300
B0-004,JAFFNA DISTRICT,2200
B0-101,JAFFNA DISTRICT,100
B0-102,JAFFNA DISTRICT,9409.73
B0-103,JAFFNA DISTRICT,110
B0-104,JAFFNA DISTRICT,4691.16
B0-105,JAFFNA DISTRICT,17209.7
B0-106,JAFFNA DISTRICT,2420.66
B0-107,JAFFNA DISTRICT,4636.65
B0-108,JAFFNA DISTRICT,4039.47
B0-109,JAFFNA DISTRICT,9743.06
B0-110,JAFFNA DISTRICT,39239.18
B0-111,JAFFNA DISTRICT,21722.64
B0-112,JAFFNA DISTRICT,7937.39
B0-113,JAFFNA DISTRICT,32430.47
B0-114,JAFFNA DISTRICT,49632.69
B0-115,JAFFNA DISTRICT,37514.63
B0-116,JAFFNA DISTRICT,39159.97
B0-116A,JAFFNA DISTRICT,40370
B0-117,JAFFNA DISTRICT,11507.41
B0-118,JAFFNA DISTRICT,54.43
B0-118A,JAFFNA DISTRICT,49.25
B0-119,JAFFNA DISTRICT,55.63
B0-119A,JAFFNA DISTRICT,55.96
B0-120,JAFFNA DISTRICT,37.18
B0-120A,JAFFNA DISTRICT,3.79
B0-120B,JAFFNA DISTRICT,35.54
B0-121,JAFFNA DISTRICT,49032.66
B0-121A,JAFFNA DISTRICT,2908.02
B0-122,JAFFNA DISTRICT,13318.68
B0-123,JAFFNA DISTRICT,31657.17
B0-124,JAFFNA DISTRICT,54550.93
B0-124A,JAFFNA DISTRICT,44000.08
B0-125,JAFFNA DISTRICT,137.11
B0-126,JAFFNA DISTRICT,167.48
B0-127,JAFFNA DISTRICT,198.34
B0-128,JAFFNA DISTRICT,26315.21
B0-129,JAFFNA DISTRICT,11994.63
B0-129A,JAFFNA DISTRICT,11950.83
B0-130,JAFFNA DISTRICT,240.84
B0-130A,JAFFNA DISTRICT,82.05
B0-131,JAFFNA DISTRICT,10823.72
B0-131A,JAFFNA DISTRICT,10823.72
B0-131B,JAFFNA DISTRICT,491.99
B0-132,JAFFNA DISTRICT,2173.81
B0-133,JAFFNA DISTRICT,2086.1
B0-133A,JAFFNA DISTRICT,1128.79
B0-134,JAFFNA DISTRICT,2788.62
B0-135,JAFFNA DISTRICT,4127.71
B0-136,JAFFNA DISTRICT,14165.02
B0-137,JAFFNA DISTRICT,104.48
B0-138,JAFFNA DISTRICT,1389.02
B0-139,JAFFNA DISTRICT,1628.46
B0-140,JAFFNA DISTRICT,2628.89
B0-141,JAFFNA DISTRICT,6893.42
B0-142,JAFFNA DISTRICT,21022.31
B0-143,JAFFNA DISTRICT,2521.36
B0-144,JAFFNA DISTRICT,12430.21
B0-145,JAFFNA DISTRICT,19502.23
B0-146,JAFFNA DISTRICT,12104.26
B0-146A,JAFFNA DISTRICT,15930.35
B0-147,JAFFNA DISTRICT,33724.61
B0-147A,JAFFNA DISTRICT,19605.45
B0-148,JAFFNA DISTRICT,266.81
B0-149,JAFFNA DISTRICT,1918.3
B0-150,JAFFNA DISTRICT,1918.3
B0-151,JAFFNA DISTRICT,348.78
B0-151A,JAFFNA DISTRICT,6945.41
B0-152,JAFFNA DISTRICT,1918.3
B0-153,JAFFNA DISTRICT,271.22
B0-154,JAFFNA DISTRICT,8598.24
B0-155,JAFFNA DISTRICT,12362.04
B0-156,JAFFNA DISTRICT,7885.53
B0-157,JAFFNA DISTRICT,679.05
B0-158,JAFFNA DISTRICT,494.41
B0-159,JAFFNA DISTRICT,6430.2
B0-160,JAFFNA DISTRICT,3500
B0-161,JAFFNA DISTRICT,7000
B0-162,JAFFNA DISTRICT,3750
B0-201,JAFFNA DISTRICT,850
B0-202,JAFFNA DISTRICT,550
B0-301,JAFFNA DISTRICT,1700
B0-302,JAFFNA DISTRICT,2116.5
B0-303,JAFFNA DISTRICT,2084.81
B0-304,JAFFNA DISTRICT,1853.16
B0-305,JAFFNA DISTRICT,2154.29
B0-308A,JAFFNA DISTRICT,2968.2
B0-309,JAFFNA DISTRICT,2968.2
B0-310,JAFFNA DISTRICT,2296.82
B0-311,JAFFNA DISTRICT,2400
B0-312,JAFFNA DISTRICT,1943.46
B0-313,JAFFNA DISTRICT,4664
B0-314,JAFFNA DISTRICT,4639.58
B0-315,JAFFNA DISTRICT,4996.47
B0-316,JAFFNA DISTRICT,1766.78
B0-331,JAFFNA DISTRICT,6640
B0-332,JAFFNA DISTRICT,6640
B0-340,JAFFNA DISTRICT,12453.75
B0-351,JAFFNA DISTRICT,202.97
B0-351A,JAFFNA DISTRICT,202.97
B0-352,JAFFNA DISTRICT,167.58
B0-353,JAFFNA DISTRICT,166.72
B0-354,JAFFNA DISTRICT,173.68
B0-355,JAFFNA DISTRICT,210.91
B0-355A,JAFFNA DISTRICT,210.91
B0-355B,JAFFNA DISTRICT,208.91
B0-355C,JAFFNA DISTRICT,208.91
B0-356,JAFFNA DISTRICT,384.28
B0-357,JAFFNA DISTRICT,250.43
B0-358,JAFFNA DISTRICT,275
B0-359,JAFFNA DISTRICT,120
B0-361A,JAFFNA DISTRICT,20633
B0-361B,JAFFNA DISTRICT,10314
B0-362,JAFFNA DISTRICT,16519
B0-362A,JAFFNA DISTRICT,17874
B0-362B,JAFFNA DISTRICT,8838
B0-365,JAFFNA DISTRICT,23373
B0-365A,JAFFNA DISTRICT,23506
B0-366,JAFFNA DISTRICT,14902
B0-366A,JAFFNA DISTRICT,14755
B0-380,JAFFNA DISTRICT,45000
B0-381,JAFFNA DISTRICT,46500
B0-382,JAFFNA DISTRICT,48000
B0-383,JAFFNA DISTRICT,49500
B0-384,JAFFNA DISTRICT,51000
B0-385,JAFFNA DISTRICT,52500
B0-386,JAFFNA DISTRICT,180
B0-387,JAFFNA DISTRICT,1680
B0-388,JAFFNA DISTRICT,350
B0-391,JAFFNA DISTRICT,281.7
B0-392,JAFFNA DISTRICT,133.15
B0-393,JAFFNA DISTRICT,100
B0-394,JAFFNA DISTRICT,125
B0-395,JAFFNA DISTRICT,2473
B0-396,JAFFNA DISTRICT,2276.75
B0-397,JAFFNA DISTRICT,490
B0-401,JAFFNA DISTRICT,2501.6
B0-411,JAFFNA DISTRICT,249.8
B0-411A,JAFFNA DISTRICT,242.38
B0-431,JAFFNA DISTRICT,499.2
B0-432,JAFFNA DISTRICT,570
B0-433,JAFFNA DISTRICT,2058
B0-434,JAFFNA DISTRICT,4290.5
B0-435,JAFFNA DISTRICT,5507.75
B0-441,JAFFNA DISTRICT,153
B0-442,JAFFNA DISTRICT,2438
B0-443,JAFFNA DISTRICT,2438
B0-444,JAFFNA DISTRICT,2438
B0-445,JAFFNA DISTRICT,2438
B0-446,JAFFNA DISTRICT,1219
B0-446A,JAFFNA DISTRICT,2438
B0-447,JAFFNA DISTRICT,1219
B0-447A,JAFFNA DISTRICT,1219
B0-441B,JAFFNA DISTRICT,153
B0-442B,JAFFNA DISTRICT,1500
B0-443B,JAFFNA DISTRICT,2000
B0-444B,JAFFNA DISTRICT,2500
B0-445B,JAFFNA DISTRICT,3000
B0-446B,JAFFNA DISTRICT,4250
B0-447B,JAFFNA DISTRICT,1219
B0-448,JAFFNA DISTRICT,2275
B0-449,JAFFNA DISTRICT,1150
B0-449A,JAFFNA DISTRICT,637.5
B0-450,JAFFNA DISTRICT,4675
B0-451,JAFFNA DISTRICT,6125
B0-452,JAFFNA DISTRICT,5900
B0-453,JAFFNA DISTRICT,1025
B0-454,JAFFNA DISTRICT,2250
B0-455,JAFFNA DISTRICT,154
B0-456,JAFFNA DISTRICT,3600
B0-457,JAFFNA DISTRICT,8050
B0-458,JAFFNA DISTRICT,12450
B0-459,JAFFNA DISTRICT,5650
B0-460,JAFFNA DISTRICT,71.5
B0-461,JAFFNA DISTRICT,84
B0-501,JAFFNA DISTRICT,2054.3
B0-502,JAFFNA DISTRICT,830.9
B0-503,JAFFNA DISTRICT,1087.75
B0-504,JAFFNA DISTRICT,167.7
B0-505,JAFFNA DISTRICT,77.2
B0-506,JAFFNA DISTRICT,3722.9
B0-507,JAFFNA DISTRICT,1161.8
B0-508,JAFFNA DISTRICT,12
B0-531,JAFFNA DISTRICT,173.68
B0-534,JAFFNA DISTRICT,364.45
B0-537,JAFFNA DISTRICT,28.95
B0-541,JAFFNA DISTRICT,2602.45
B0-542,JAFFNA DISTRICT,1753.45
B0-543,JAFFNA DISTRICT,2394
B0-544,JAFFNA DISTRICT,2394
B0-545,JAFFNA DISTRICT,3532.99
B0-546,JAFFNA DISTRICT,3057.29
B0-547,JAFFNA DISTRICT,3454.86
B0-548,JAFFNA DISTRICT,3005.21
B0-601,JAFFNA DISTRICT,454
B0-602,JAFFNA DISTRICT,163.33
B0-611,JAFFNA DISTRICT,2388.94
B0-612,JAFFNA DISTRICT,405
B0-613,JAFFNA DISTRICT,400
B0-614,JAFFNA DISTRICT,132
B0-615,JAFFNA DISTRICT,393.1
B0-616,JAFFNA DISTRICT,3441.76
B0-631,JAFFNA DISTRICT,300
B0-632,JAFFNA DISTRICT,55.1
B0-632A,JAFFNA DISTRICT,71.8
B0-633,JAFFNA DISTRICT,160.95
B0-634,JAFFNA DISTRICT,75
B0-635,JAFFNA DISTRICT,90.55
B0-636,JAFFNA DISTRICT,250
B0-636B,JAFFNA DISTRICT,400
B0-636C,JAFFNA DISTRICT,4761.1
B0-636D,JAFFNA DISTRICT,6851.95
B0-636E,JAFFNA DISTRICT,7305
B0-637,JAFFNA DISTRICT,400
B0-637A,JAFFNA DISTRICT,480.7
B0-637B,JAFFNA DISTRICT,400
B0-637C,JAFFNA DISTRICT,600
B0-637D,JAFFNA DISTRICT,250
B0-637E,JAFFNA DISTRICT,400
B0-637F,JAFFNA DISTRICT,600
B0-637G,JAFFNA DISTRICT,1000
B0-638,JAFFNA DISTRICT,2694.73
B0-639,JAFFNA DISTRICT,922.5
B0-639A,JAFFNA DISTRICT,922.5
B0-639B,JAFFNA DISTRICT,922.5
B0-640,JAFFNA DISTRICT,7096.55
B0-641,JAFFNA DISTRICT,1581.7
B0-642,JAFFNA DISTRICT,33894
B0-643,JAFFNA DISTRICT,6906.95
B0-644,JAFFNA DISTRICT,2560
B0-645,JAFFNA DISTRICT,579.07
B0-646,JAFFNA DISTRICT,3013.5
B0-647,JAFFNA DISTRICT,35.9
B0-648,JAFFNA DISTRICT,127.55
B0-649,JAFFNA DISTRICT,150.06
B0-704,JAFFNA DISTRICT,1100
B0-705,JAFFNA DISTRICT,2750
B0-711,JAFFNA DISTRICT,110
B0-712,JAFFNA DISTRICT,220
B0-713,JAFFNA DISTRICT,440
B0-714,JAFFNA DISTRICT,770
B0-715,JAFFNA DISTRICT,550
B0-716,JAFFNA DISTRICT,82.5
B0-717,JAFFNA DISTRICT,440
B0-718,JAFFNA DISTRICT,550
B0-720,JAFFNA DISTRICT,110
B0-723,JAFFNA DISTRICT,220
B0-732,JAFFNA DISTRICT,550
B0-741,JAFFNA DISTRICT,220
B0-746,JAFFNA DISTRICT,550
B0-751,JAFFNA DISTRICT,330
B0-752,JAFFNA DISTRICT,110
B0-761,JAFFNA DISTRICT,1430
B0-762,JAFFNA DISTRICT,2200
B0-781,JAFFNA DISTRICT,55
B0-782,JAFFNA DISTRICT,55
B0-784,JAFFNA DISTRICT,27.5
B0-785,JAFFNA DISTRICT,38.5
B0-786,JAFFNA DISTRICT,110
B0-787,JAFFNA DISTRICT,110
B0-788,JAFFNA DISTRICT,27.5
B0-791,JAFFNA DISTRICT,250
B0-792,JAFFNA DISTRICT,93.75
B0-800,JAFFNA DISTRICT,300
B0-801,JAFFNA DISTRICT,300
B0-802,JAFFNA DISTRICT,310
B0-803,JAFFNA DISTRICT,4008
B0-804,JAFFNA DISTRICT,32
B0-805,JAFFNA DISTRICT,32
B0-806,JAFFNA DISTRICT,32
B0-810,JAFFNA DISTRICT,3.35
B0-811,JAFFNA DISTRICT,4.26
B0-812,JAFFNA DISTRICT,5.18
B0-813,JAFFNA DISTRICT,6.09
B0-814,JAFFNA DISTRICT,7.01
B0-814A,JAFFNA DISTRICT,8.23
B0-815,JAFFNA DISTRICT,9.75
B0-816,JAFFNA DISTRICT,10.67
B0-817,JAFFNA DISTRICT,12.19
B0-818,JAFFNA DISTRICT,13.41
B0-819,JAFFNA DISTRICT,16.15
B0-830,JAFFNA DISTRICT,9.5
B0-831,JAFFNA DISTRICT,11.5
B0-832,JAFFNA DISTRICT,13.5
B0-833,JAFFNA DISTRICT,14.5
B0-834,JAFFNA DISTRICT,15.5
B0-835,JAFFNA DISTRICT,16.5
B0-850,JAFFNA DISTRICT,10384.4
B0-851,JAFFNA DISTRICT,12773
B0-852,JAFFNA DISTRICT,13692.55
B0-853,JAFFNA DISTRICT,18179.75
B0-854,JAFFNA DISTRICT,27576.05
B0-850A,JAFFNA DISTRICT,11985.05
B0-851A,JAFFNA DISTRICT,14998.2
B0-852A,JAFFNA DISTRICT,15932.1
B0-853A,JAFFNA DISTRICT,22448.9
B0-854A,JAFFNA DISTRICT,31981.2
B0-860,JAFFNA DISTRICT,302.5
B0-900,JAFFNA DISTRICT,98496
B0-901,JAFFNA DISTRICT,478800
B0-902,JAFFNA DISTRICT,490140
B0-903,JAFFNA DISTRICT,1235532
B0-904,JAFFNA DISTRICT,1581021
B0-905,JAFFNA DISTRICT,768285
B0-906,JAFFNA DISTRICT,1044855
B0-907,JAFFNA DISTRICT,1365000
B0-908,JAFFNA DISTRICT,817656
B0-909,JAFFNA DISTRICT,1627500
B0-910,JAFFNA DISTRICT,698775
B0-911,JAFFNA DISTRICT,867825
B0-912,JAFFNA DISTRICT,3360
B0-913,JAFFNA DISTRICT,5460
B0-914,JAFFNA DISTRICT,420
B0-915,JAFFNA DISTRICT,504
B0-916,JAFFNA DISTRICT,8715
B0-917,JAFFNA DISTRICT,139834
B0-918,JAFFNA DISTRICT,142170
B0-919,JAFFNA DISTRICT,262353
B0-920,JAFFNA DISTRICT,37107
B0-921,JAFFNA DISTRICT,176421
B0-922,JAFFNA DISTRICT,176421
B0-923,JAFFNA DISTRICT,92400
B0-924,JAFFNA DISTRICT,22785
B0-925,JAFFNA DISTRICT,1942193
B0-926,JAFFNA DISTRICT,644490
B0-927,JAFFNA DISTRICT,866250
B0-928,JAFFNA DISTRICT,28253
B0-929,JAFFNA DISTRICT,53772
B0-930,JAFFNA DISTRICT,8828.8
B0-931,JAFFNA DISTRICT,5338
B0-932,JAFFNA DISTRICT,6119
B0-933,JAFFNA DISTRICT,3645
B0-934,JAFFNA DISTRICT,60803
B0-935,JAFFNA DISTRICT,11978
B0-936,JAFFNA DISTRICT,131250
B0-937,JAFFNA DISTRICT,11652
B0-938,JAFFNA DISTRICT,10350
B0-939,JAFFNA DISTRICT,14700
B0-940,JAFFNA DISTRICT,165354
B0-941,JAFFNA DISTRICT,420000
B0-1001,JAFFNA DISTRICT,6000
B0-1002,JAFFNA DISTRICT,8083.33
B0-1003,JAFFNA DISTRICT,4766.67
B0-1004,JAFFNA DISTRICT,7183.33
B0-1005,JAFFNA DISTRICT,10708.33
B0-1006,JAFFNA DISTRICT,7250
B0-1008,JAFFNA DISTRICT,17250
B0-1009,JAFFNA DISTRICT,8975
B0-1010,JAFFNA DISTRICT,10666.67
B0-1011,JAFFNA DISTRICT,24975
B0-1012,JAFFNA DISTRICT,12800
B0-1021,JAFFNA DISTRICT,247.94
B0-1022,JAFFNA DISTRICT,572.73
B0-1023,JAFFNA DISTRICT,714.07
B0-1024,JAFFNA DISTRICT,887.36
B0-1025,JAFFNA DISTRICT,644.66
B0-1026,JAFFNA DISTRICT,1115.74
B0-1027,JAFFNA DISTRICT,1105.93
B0-1028,JAFFNA DISTRICT,1477
B0-1029,JAFFNA DISTRICT,1506.32
B0-1030,JAFFNA DISTRICT,2302.87
B0-1041,JAFFNA DISTRICT,1622.93
T1-001,JAFFNA DISTRICT,620.15
T1-002,JAFFNA DISTRICT,460.3
T1-003,JAFFNA DISTRICT,493.15
T1-003A,JAFFNA DISTRICT,76.7
T1-003B,JAFFNA DISTRICT,51.5
"T1-003A, T1-003B: CODES CHANGED AS T1-003A AND T1-003B",JAFFNA DISTRICT,166.9
T1-006,JAFFNA DISTRICT,166.9
T1-007,JAFFNA DISTRICT,55.65
T1-007A,JAFFNA DISTRICT,54.45
T1-008 : CODE AMENDED AS T1-007A,JAFFNA DISTRICT,37.2
T1-009,JAFFNA DISTRICT,37.2
T1-010,JAFFNA DISTRICT,70.35
T1-010A,JAFFNA DISTRICT,15.7
T1-010B,JAFFNA DISTRICT,10.9
T1-011 & T1-012 CODES CHANGED,JAFFNA DISTRICT,38.5
T1-013,JAFFNA DISTRICT,38.5
T1-014,JAFFNA DISTRICT,16.5
T1-015,JAFFNA DISTRICT,52.65
T1-015A,JAFFNA DISTRICT,12.85
T1-015B,JAFFNA DISTRICT,9.15
T1-016 & T1-017 CODES CHANGED,JAFFNA DISTRICT,59.25
T1-018,JAFFNA DISTRICT,59.25
T1-018A,JAFFNA DISTRICT,14.45
T1-018B,JAFFNA DISTRICT,10.3
T1-019 & T1-020 : CODES CHANGED,JAFFNA DISTRICT,79
T1-021,JAFFNA DISTRICT,79
T1-021A,JAFFNA DISTRICT,19.25
T1-021B,JAFFNA DISTRICT,13.7
T1-022 & T1-023: CODES CHANGED,JAFFNA DISTRICT,118.5
T1-024,JAFFNA DISTRICT,118.5
T1-024A,JAFFNA DISTRICT,28.9
T1-024B,JAFFNA DISTRICT,20.55
T1-025 & T1-026: CODES CHANGED,JAFFNA DISTRICT,158
T1-027,JAFFNA DISTRICT,158
T1-027A,JAFFNA DISTRICT,38.55
T1-027B,JAFFNA DISTRICT,27.4
T1-028 & T1-029: CODES CHANGED,JAFFNA DISTRICT,237
T1-030,JAFFNA DISTRICT,237
T1-030A,JAFFNA DISTRICT,57.8
T1-030B,JAFFNA DISTRICT,41.1
T1-031 & T1-032: CODES CHANGED,JAFFNA DISTRICT,523.65
T1-033,JAFFNA DISTRICT,523.65
T1-033A,JAFFNA DISTRICT,165.2
T1-033B,JAFFNA DISTRICT,119.15
T1-034 & T1-035: CODES CHANGED,JAFFNA DISTRICT,118.8
T1-036,JAFFNA DISTRICT,118.8
T1-037,JAFFNA DISTRICT,138.6
T1-038,JAFFNA DISTRICT,275
T1-039,JAFFNA DISTRICT,457.6
T1-040,JAFFNA DISTRICT,596.2
T1-041,JAFFNA DISTRICT,1100
T1-042,JAFFNA DISTRICT,2200
T1-043,JAFFNA DISTRICT,4.25
T1-044,JAFFNA DISTRICT,6.25
T1-045,JAFFNA DISTRICT,9.4
T1-046,JAFFNA DISTRICT,11.65
T1-047,JAFFNA DISTRICT,5.9
T1-048,JAFFNA DISTRICT,6.8
T1-049,JAFFNA DISTRICT,3
E1-001,JAFFNA DISTRICT,832.15
E1-002,JAFFNA DISTRICT,1031.35
E1-003,JAFFNA DISTRICT,1230.55
E1-004,JAFFNA DISTRICT,1107.5
E1-005,JAFFNA DISTRICT,1629
E1-006,JAFFNA DISTRICT,1384.65
E1-007,JAFFNA DISTRICT,2425.8
E1-008,JAFFNA DISTRICT,2061.95
E1-009,JAFFNA DISTRICT,1761.8
E1-010,JAFFNA DISTRICT,2625
E1-010A,JAFFNA DISTRICT,2027.4
E1-011,JAFFNA DISTRICT,1629
E1-012,JAFFNA DISTRICT,2027.4
E1-013,JAFFNA DISTRICT,2824.2
E1-014,JAFFNA DISTRICT,2160.2
E1-015,JAFFNA DISTRICT,2425.8
E1-016,JAFFNA DISTRICT,3222.6
E1-017,JAFFNA DISTRICT,3222.6
E1-018,JAFFNA DISTRICT,3222.6
E1-019,JAFFNA DISTRICT,3222.6
E1-020,JAFFNA DISTRICT,199.2
E1-021,JAFFNA DISTRICT,199.2
E1-022,JAFFNA DISTRICT,262.95
E1-023,JAFFNA DISTRICT,3147.25
E1-024,JAFFNA DISTRICT,3712.45
E1-025,JAFFNA DISTRICT,4291.45
E1-026,JAFFNA DISTRICT,5450.5
E1-027,JAFFNA DISTRICT,391.05
E1-028,JAFFNA DISTRICT,142.45
E1-029,JAFFNA DISTRICT,47.5
E1-029A,JAFFNA DISTRICT,9.5
EW1-001 & EW1-011 IN THIS SHEDULE IS BASED ON MANUAL,JAFFNA DISTRICT,2342.55
EW1-001,JAFFNA DISTRICT,2342.55
EW1-002,JAFFNA DISTRICT,278.7
EW1-003 *,JAFFNA DISTRICT,632.85
EW1-003A,JAFFNA DISTRICT,288.2
EW1-004,JAFFNA DISTRICT,766.75
EW1-005,JAFFNA DISTRICT,729.75
EW1-006,JAFFNA DISTRICT,729.75
EW1-007,JAFFNA DISTRICT,666.4
EW1-008,JAFFNA DISTRICT,896.4
EW1-009,JAFFNA DISTRICT,103.9
EW1-010,JAFFNA DISTRICT,94.45
EW1-011,JAFFNA DISTRICT,1665.25
EW1-012,JAFFNA DISTRICT,1049.2
EW1-013,JAFFNA DISTRICT,1049.2
EW1-014,JAFFNA DISTRICT,749.2
EW1-015,JAFFNA DISTRICT,88.65
"M1-004,M1-007,M1-008 AND M1-009",JAFFNA DISTRICT,1417.5
M1-001,JAFFNA DISTRICT,1417.5
M1-002,JAFFNA DISTRICT,146.2
M1-003,JAFFNA DISTRICT,124.25
M1-004,JAFFNA DISTRICT,2150.25
M1-005,JAFFNA DISTRICT,87.4
M1-006,JAFFNA DISTRICT,102.2
M1-007,JAFFNA DISTRICT,2834.7
M1-008,JAFFNA DISTRICT,2275.75
M1-009,JAFFNA DISTRICT,2015.45
M1-010,JAFFNA DISTRICT,6214.35
M1-011,JAFFNA DISTRICT,5737.95
M1-012,JAFFNA DISTRICT,5180.22
M1-012A,JAFFNA DISTRICT,5180.22
M1-013,JAFFNA DISTRICT,6915.6
M1-013A,JAFFNA DISTRICT,5382.65
S1-001,JAFFNA DISTRICT,522.2
S1-002,JAFFNA DISTRICT,495.15
S1-003,JAFFNA DISTRICT,370.3
S1-004,JAFFNA DISTRICT,192.7
S1-005,JAFFNA DISTRICT,365.6
S1-006,JAFFNA DISTRICT,188.95
S1-007,JAFFNA DISTRICT,245.45
S1-008,JAFFNA DISTRICT,296.2
S1-009,JAFFNA DISTRICT,218.5
S1-010,JAFFNA DISTRICT,269.25
S1-011,JAFFNA DISTRICT,671.65
S1-012,JAFFNA DISTRICT,652.65
S1-013,JAFFNA DISTRICT,194.15
S1-014,JAFFNA DISTRICT,187
S1-015,JAFFNA DISTRICT,103.75
S1-016,JAFFNA DISTRICT,207.5
S1-017,JAFFNA DISTRICT,145.65
S1-017A,JAFFNA DISTRICT,103.35
S1-017B,JAFFNA DISTRICT,145
S1-018,JAFFNA DISTRICT,180.35
S1-019,JAFFNA DISTRICT,250.4
S1-020,JAFFNA DISTRICT,250.4
S1-021,JAFFNA DISTRICT,19.5
S1-022,JAFFNA DISTRICT,217.9
S1-023,JAFFNA DISTRICT,188
S1-024,JAFFNA DISTRICT,352.25
S1-025,JAFFNA DISTRICT,321.35
S1-026,JAFFNA DISTRICT,6.2
S1-027,JAFFNA DISTRICT,180.2
S1-028,JAFFNA DISTRICT,62.2
S1-029,JAFFNA DISTRICT,105.35
S1-030,JAFFNA DISTRICT,213.85
S1-030A,JAFFNA DISTRICT,743.1
S1-030B,JAFFNA DISTRICT,743.1
S1-031,JAFFNA DISTRICT,24235.25
S1-032,JAFFNA DISTRICT,20121.25
S1-033,JAFFNA DISTRICT,26975.25
S1-033A,JAFFNA DISTRICT,18504.25
S1-034,JAFFNA DISTRICT,2044.15
S1-034A,JAFFNA DISTRICT,1623.2
S1-035,JAFFNA DISTRICT,243.55
S1-035A,JAFFNA DISTRICT,28.55
S1-036*,JAFFNA DISTRICT,263.55
S1-036A*,JAFFNA DISTRICT,269.65
S1-036B*,JAFFNA DISTRICT,353.65
S1-036C*,JAFFNA DISTRICT,308.6
S1-037,JAFFNA DISTRICT,238.45
S1-038,JAFFNA DISTRICT,167.45
S1-039,JAFFNA DISTRICT,3068.05
S1-040*,JAFFNA DISTRICT,266.7
S1-041,JAFFNA DISTRICT,257.3
S1-042,JAFFNA DISTRICT,777.55
DR1-001,JAFFNA DISTRICT,1096.4
DR1-002,JAFFNA DISTRICT,1512.9
DR1-003,JAFFNA DISTRICT,1929.4
DR1-004,JAFFNA DISTRICT,2137.7
DR1-005,JAFFNA DISTRICT,1512.9
DR1-005A,JAFFNA DISTRICT,807.25
DR1-006,JAFFNA DISTRICT,5392.1
DR1-007,JAFFNA DISTRICT,269
DR1-008,JAFFNA DISTRICT,383.8
DR1-009,JAFFNA DISTRICT,31.8
DR1-010,JAFFNA DISTRICT,19.2
DR1-011,JAFFNA DISTRICT,133.75
DR1-012,JAFFNA DISTRICT,392.5
DR1-013,JAFFNA DISTRICT,1629
DR1-014,JAFFNA DISTRICT,48.2
DR1-015,JAFFNA DISTRICT,353.25
ST1-001,JAFFNA DISTRICT,4817.15
ST1-002,JAFFNA DISTRICT,5613.95
ST1-003,JAFFNA DISTRICT,2462.9
ST1-003A,JAFFNA DISTRICT,2426.7
ST1-004,JAFFNA DISTRICT,16938.65
ST1-005,JAFFNA DISTRICT,17876.05
ST1-006,JAFFNA DISTRICT,15070.5
ST1-007,JAFFNA DISTRICT,16007.9
ST1-008,JAFFNA DISTRICT,6881.65
ST1-009,JAFFNA DISTRICT,7205.3
ST1-010,JAFFNA DISTRICT,5505.3
ST1-011,JAFFNA DISTRICT,1429.75
ST1-012,JAFFNA DISTRICT,2894.1
ST1-013,JAFFNA DISTRICT,696.45
ST1-014,JAFFNA DISTRICT,3423.6
ST1-015,JAFFNA DISTRICT,1187.85
ST1-016,JAFFNA DISTRICT,512.5
ST1-017,JAFFNA DISTRICT,1725.7
ST1-018,JAFFNA DISTRICT,1462.05
ST1-019,JAFFNA DISTRICT,108.7
ST1-020,JAFFNA DISTRICT,1732.2
ST1-021,JAFFNA DISTRICT,796.8
ST1-022,JAFFNA DISTRICT,2390.45
ST1-023,JAFFNA DISTRICT,1195.25
ST1-024,JAFFNA DISTRICT,1593.65
ST1-025,JAFFNA DISTRICT,796.8
ST1-026,JAFFNA DISTRICT,1194.95
ST1-027,JAFFNA DISTRICT,1413.4
ST1-028,JAFFNA DISTRICT,1706.1
ST1-029,JAFFNA DISTRICT,1924.6
ST1-030,JAFFNA DISTRICT,1115.05
ST1-031,JAFFNA DISTRICT,1358.55
ST1-032,JAFFNA DISTRICT,1593.05
ST1-033,JAFFNA DISTRICT,1812.6
ST1-034 *,JAFFNA DISTRICT,20074.9
ST1-035 *,JAFFNA DISTRICT,19912.85
ST1-036 *,JAFFNA DISTRICT,18381.4
ST1-037 *,JAFFNA DISTRICT,17444.05
ST1-038 *,JAFFNA DISTRICT,19889.3
ST1-039 *,JAFFNA DISTRICT,18929.05
ST1-040 *,JAFFNA DISTRICT,23774
ST1-041 *,JAFFNA DISTRICT,22820.4
ST1-042,JAFFNA DISTRICT,24342.9
